"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63901","21307","21142","0.23221891591097477","0.1834625322997416","0.8139329805996472","2436","79.57146763801575","80.43075538743938"
