"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"64021","21187","21142","0.2917807242208458","0.36787564766839376","0.29534109816971715","1578","93.10850501060486","63.23746614218696"
