"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63901","21307","21142","0.21535121123247908","0.985461493727673","0.622415783398048","1370","65.13574719429016","76.92213273995998"
