"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63901","21307","21142","0.046076660211475266","0.9924974306269271","0.47303453343130053","1319","48.77021908760071","68.63109393428854"
