"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63976","21232","21142","0.3107936395733039","0.9225275807722616","0.9828418511911009","1441","91.01315140724182","61.40216933498691"
