"train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy"
"63726","21482","21142","0.37241553094821284","0.29637681159420287","0.7213403880070547","2615","89.31983709335327","81.21396062386333"
