"BuildingID","Filepath"
"363100012140773","/home/david/Documents/streetview-master/data_valid_resid_any/F30/non_residential/training/NBU03639102_B363100012140773_P3fBqe0lyH-3Cw4D18s90zw_F30_A00.jpg"
